Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K(UT) & Ladakh(UT),Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Puducherry,Bihar,DVC,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
18-05-23,8183,8744,14860,5593,23671,2192,1477,2700,268,4815,20737,12155,27626,755,12653,9790,14690,4692,18658,508,5883,3628,1760,6588,9321,96,162,1746,175,301,114,142,244
19-05-23,8622,8900,15171,5458,24302,2226,1633,2784,271,4747,20825,12286,27399,741,12616,9821,15111,4793,18222,493,5922,3500,1728,6529,9454,96,161,1824,172,305,116,146,287
20-05-23,9186,9556,15459,5391,24774,2298,1579,2760,284,4724,21022,12075,27254,747,12113,9441,15092,4713,17949,498,6514,3529,1825,6196,9712,86,138,1740,177,314,113,158,300
21-05-23,10336,9328,14779,5948,24821,2126,1387,2744,283,4703,19303,11753,26942,719,11303,8670,12877,4123,16147,464,6372,3402,1821,6940,9768,70,148,1506,173,264,104,140,257
22-05-23,10359,9459,15627,6427,25910,2385,1516,2828,330,4666,21293,11856,27426,749,11591,8995,12774,4150,17228,492,6657,3569,1771,6762,10533,104,155,1830,169,289,117,141,327
23-05-23,11987,9975,16355,6785,24505,2415,1556,2857,359,4833,21207,12187,27607,728,11436,9479,12556,4617,17656,474,6486,3428,1818,6313,10416,97,159,1631,166,274,110,150,269
24-05-23,9316,8020,14910,6142,24292,2037,1488,2757,301,4837,21310,11945,28121,750,12026,9552,12297,4685,17578,489,6277,3621,1789,6496,9240,94,146,1807,159,331,109,145,251
25-05-23,7658,8197,11928,5569,21602,1855,1288,2604,265,4894,20666,12179,27073,742,11783,8971,12346,4657,18141,487,5894,3560,1665,6092,9480,96,133,2019,173,324,113,164,305
26-05-23,7245,8306,10327,4991,21210,2091,1515,2715,241,4901,20570,11680,26570,747,11628,9422,12777,4447,17621,463,5498,3141,1424,6144,8867,90,157,2021,170,305,135,136,290
27-05-23,7322,7643,11217,5051,20097,2068,1540,2748,232,4690,20212,11429,26772,734,12138,9555,13117,4592,17059,490,5793,3434,1398,5905,8941,87,144,1780,165,322,105,142,247
28-05-23,7159,7256,10633,4780,20884,2010,1326,2779,239,4515,19540,11150,25977,717,11997,9049,12636,4458,15667,474,5918,3369,1715,5721,8790,82,149,1905,160,308,102,145,296
29-05-23,7600,7092,9707,4782,21252,2114,1484,2624,279,4750,19253,11032,27273,755,11997,9867,14085,4472,17865,485,5922,3434,1611,5761,10377,94,166,2112,170,335,119,150,336
30-05-23,7177,7415,9308,4871,22203,2219,1407,2792,238,4848,18941,10801,27226,750,10528,8624,13020,4515,18141,456,6338,3463,1662,6058,10741,96,165,2188,177,325,109,162,337
31-05-23,6567,6628,10113,4462,22869,2076,1434,2659,219,4845,19981,11279,27694,748,10743,9315,12609,4449,18427,483,6334,3242,1779,6199,10902,98,172,2287,171,341,109,157,342
01-06-23,6309,6719,10070,4298,23584,2154,1426,2568,216,4762,20154,11633,28075,694,11472,9740,12138,4481,17527,505,6306,3159,1719,5983,11348,99,168,2186,178,317,118,157,346
02-06-23,6457,7342,11302,4567,24258,2146,1550,2589,213,4756,21048,11718,27020,717,11925,10038,11971,4616,18165,505,6484,3369,1765,6130,11258,98,165,2206,182,329,121,164,343
03-06-23,7148,8102,12453,4618,24839,2217,1503,2605,228,4756,21635,11666,27881,726,12376,10092,12848,4536,18184,495,6676,3450,1801,6134,11366,87,169,2267,184,314,137,162,365
04-06-23,7088,7715,10292,4805,23711,2078,1355,2320,236,4737,17674,10785,26132,708,11493,8984,11906,4449,16173,468,6719,3433,1865,6768,11307,81,164,2127,177,304,110,163,322
05-06-23,8210,9033,12207,5493,24182,2182,1460,2308,276,4578,21018,11481,26446,764,11709,9833,12994,4413,18084,468,6839,3503,1779,6543,11431,98,172,2281,176,322,112,163,356
06-06-23,8385,8839,13167,5511,25239,2272,1444,2321,248,4789,21052,11329,27838,731,12388,9987,13516,4517,17553,478,6654,3427,1822,6545,11057,87,171,2327,157,315,100,168,357
07-06-23,7982,9346,13032,5664,25397,2216,1559,2286,266,4779,21094,11337,27870,776,12448,10181,13398,3936,17553,455,6759,3446,1814,6107,11292,96,169,2278,133,301,119,155,370
08-06-23,8920,9689,13986,5971,25942,2298,1536,2297,282,4906,22118,11259,28153,775,11948,10123,13646,4028,17829,480,6955,3351,1860,5911,11806,99,158,2300,157,317,109,170,332
09-06-23,9917,9808,14399,6387,26131,2381,1583,2298,311,4877,22225,11428,28165,729,12358,10361,13300,3765,17909,491,6806,3418,1839,5958,11416,97,157,2095,160,318,106,161,282
10-06-23,10697,9486,14578,6285,26210,2408,1557,2335,313,4862,21464,11578,27481,673,12165,9975,12422,3852,17840,487,6717,3558,1872,6454,9512,89,163,1979,156,327,109,162,251
11-06-23,8705,9685,14450,6101,25990,2227,1306,2322,287,4812,18568,11453,25723,667,11755,9272,11054,3600,15922,457,6615,3454,1808,6584,10119,69,138,1870,144,301,99,145,268
12-06-23,9946,10373,15664,6782,26992,2424,1510,2847,341,4888,18967,11671,26977,736,12451,10218,12172,3767,17758,476,6527,3495,1802,6854,10648,99,158,2120,162,337,115,151,259
13-06-23,10947,10462,15770,7043,27292,2413,1550,2697,383,4908,18231,11837,27111,729,12366,10555,12867,3916,17190,473,6320,3535,1802,6121,11060,101,162,2054,163,327,113,164,310
14-06-23,11193,10816,15616,7089,26769,2381,1475,2403,348,4913,16796,11728,27048,736,12538,10806,12762,3920,17734,485,6559,3608,1769,6401,11190,87,125,1896,162,318,98,143,271
15-06-23,8757,10484,15444,6799,26491,2446,1485,2393,277,4954,14929,11827,26926,711,12656,10942,13841,4145,18014,483,6278,3728,1844,6210,11454,96,152,1533,158,319,98,143,298
16-06-23,11266,10281,14445,6587,27082,2419,1588,2512,322,5156,12469,11783,25925,702,12738,11311,13670,4041,18522,505,7071,3458,1923,6097,11342,96,139,1604,161,271,101,129,220
17-06-23,11794,10237,12474,6531,26827,2536,1585,2480,332,5227,13653,11348,27188,683,12900,11280,13621,3924,17597,488,7056,3512,1902,5966,11226,83,146,1518,158,288,105,131,237
18-06-23,11997,10119,9311,6308,26383,2367,1463,2450,307,5137,14996,11227,26212,658,12325,10587,13506,3648,15729,453,6773,3591,1873,6712,10634,66,141,1431,152,292,90,121,274
19-06-23,13793,10129,10280,6255,25680,2401,1535,2453,363,5213,17131,10896,28474,707,11734,11375,14198,4103,16693,423,6468,3594,1707,6054,9640,88,150,1689,159,289,104,137,240
20-06-23,14834,10739,11616,6304,24616,2409,1541,2427,381,5289,17370,11427,28469,729,11742,11417,12742,4048,16398,409,6397,3538,1692,5836,10128,88,142,1695,167,326,106,154,258
21-06-23,14917,10996,12578,6382,24714,2504,1619,2429,393,5047,18041,11364,28546,734,10732,11393,12888,3971,16222,425,6375,3433,1665,5774,10017,87,133,1809,175,305,113,154,297
22-06-23,15033,11204,13099,6880,25680,2481,1596,2505,387,4679,19215,10960,27644,721,10095,10229,11922,4115,16405,441,6507,3663,1694,5628,9961,90,156,1854,172,305,109,152,305
23-06-23,15237,11500,13819,6933,25564,2436,1591,2589,366,4446,19097,10551,27008,647,9704,9897,12511,4029,16465,449,6749,3569,1798,5415,10247,91,143,2010,180,315,109,151,298
24-06-23,15256,11539,14733,6829,24881,2280,1536,2592,320,4648,18914,9745,25478,630,9279,8738,11504,4081,16779,456,6714,3518,1805,4810,10288,86,164,2132,184,340,111,163,306
25-06-23,14350,11293,12445,6283,22761,2102,1286,2435,294,4631,16462,9520,22603,599,9391,8225,10448,3573,15053,425,6624,3410,1726,5474,9885,65,158,2064,165,311,97,168,317
26-06-23,12462,9491,12113,5460,24707,2109,1519,2280,286,3944,16960,9260,23687,670,9285,8967,10887,3895,17328,468,6407,3437,1650,4864,8738,83,163,2188,176,322,114,157,299
27-06-23,13826,9880,11863,5755,24311,2116,1584,2479,308,3780,16561,9635,23510,642,9956,9204,12165,3485,16807,450,6337,3395,1451,5097,7974,86,156,2069,169,329,117,159,275
28-06-23,13824,9708,11736,5980,24155,2145,1677,2459,302,3934,16057,9684,22713,614,10604,9070,12152,3807,17390,465,6037,3392,1500,5279,7735,82,164,2127,180,317,118,157,257
29-06-23,14091,9901,11607,5651,22990,2101,1657,3636,287,4351,15694,9265,21705,593,11298,9187,12890,3505,17376,455,5849,3514,1580,5514,8265,82,160,2108,172,326,119,157,285
30-06-23,14139,10357,11521,5770,21221,2085,1753,2539,320,4571,15371,9576,21822,630,10721,9791,11552,3843,17850,462,5765,3783,1729,5742,9202,82,160,2053,173,323,115,158,241
01-07-23,14202,11063,11627,5634,22244,2024,1624,2458,307,4790,14935,9530,22091,619,11560,10356,12037,3921,17381,470,5839,3385,1653,5751,9067,70,158,2075,182,332,122,150,257
02-07-23,14182,10528,11832,6170,22951,2014,1480,2421,328,4913,14621,9869,22248,558,11584,9962,11135,3502,15217,405,5740,3314,1612,5928,9529,64,143,2026,176,310,104,151,294
03-07-23,14345,12157,12916,6953,24016,2152,1696,2466,372,5028,16124,10575,23766,642,11276,11415,12232,3443,16258,419,6281,3349,1640,5811,9782,87,159,2066,194,321,110,148,311
04-07-23,14350,11659,13978,6696,24609,2151,1616,2371,326,5022,17413,10582,24535,625,10314,11616,11484,3334,16185,408,6182,3363,1715,5696,10404,87,139,2110,187,312,112,137,322
05-07-23,12375,11099,14149,6540,24938,2134,1666,2349,321,5027,17126,10584,23313,602,9740,10853,10787,3413,16159,415,6488,3449,1722,6089,10264,91,158,2253,182,322,117,157,301
06-07-23,10345,10449,13215,5989,23711,2027,1590,2432,319,4877,16715,10382,22248,608,9129,11078,10630,3565,16175,417,6609,3349,1689,6145,9615,89,164,2222,176,330,104,162,307
07-07-23,11566,10831,12424,6099,24223,2070,1725,2456,311,4447,16056,10043,22492,603,9823,11496,10636,3600,16465,447,6466,3349,1679,6098,9197,85,149,2226,183,339,102,152,298
08-07-23,9584,10666,11040,5790,22500,1888,1659,2352,260,4501,15456,10255,22345,614,9758,11144,10913,3548,16969,449,6555,3535,1713,6053,9343,78,142,2201,167,334,115,153,319
09-07-23,6839,7417,10377,4838,22264,1675,1482,2120,200,4597,14494,10059,21433,581,10639,11026,9527,3487,14934,430,6710,3248,1775,6304,10119,61,152,2178,154,303,96,156,306
10-07-23,8067,7588,10903,5322,23516,1956,1234,2413,187,4974,15459,10331,23093,629,10800,12335,11454,3862,16331,433,6782,3415,1857,6304,10523,96,141,2164,157,320,107,162,312
11-07-23,10466,8911,11743,5260,23551,1750,1180,2452,246,4905,15839,10616,24048,646,10138,11571,11718,3856,15810,427,6522,3379,1817,6321,10297,90,145,2155,163,302,110,162,308
12-07-23,12941,9192,12693,5607,23944,1741,1305,2590,268,4864,15882,10742,23519,639,10322,11979,12010,3941,16008,463,6809,3400,1807,6587,10142,86,149,2116,162,336,114,157,313
13-07-23,13610,9698,12885,6055,24432,1672,1357,2458,276,5110,16503,10714,23777,628,9557,12415,11970,3802,15631,438,6369,3404,1848,7104,10675,86,140,2058,183,312,121,166,314
14-07-23,13906,10150,12654,5862,24652,1843,1520,2470,311,5216,17023,10885,23431,630,10075,12610,12038,3815,16221,456,6350,3430,1766,6970,10558,83,142,2139,184,330,108,157,314
15-07-23,14440,10075,13206,5714,23620,1894,1597,2460,323,5183,16858,11163,23327,634,9936,12489,12359,3847,16302,475,6341,3342,1586,6274,9630,77,160,2274,180,310,114,159,310
16-07-23,12132,9294,12281,5721,25044,1846,1429,2413,321,4569,15890,10106,22057,591,9978,11895,10580,3619,15128,430,6420,3500,1662,6337,9318,61,140,2165,167,310,110,147,318
17-07-23,14352,10473,12218,6165,25732,2099,1614,2486,368,4300,17107,10344,22843,618,9939,12134,12053,3906,16762,455,6744,3465,1657,6272,9571,80,165,2065,187,325,109,143,323
18-07-23,14394,10012,13098,5879,25976,1959,1565,2446,352,4514,17672,10867,22723,622,9403,10595,11004,3906,17025,462,6870,3370,1784,6347,10087,83,159,2255,190,323,112,164,324
19-07-23,12976,9804,13107,6466,27001,2060,1601,2420,348,4838,16825,11185,21745,586,8893,10039,10657,3891,16797,431,6886,3429,1729,6526,10280,88,171,2370,202,322,116,168,325
20-07-23,13908,10934,13286,7018,27105,2200,1648,2516,380,4896,16767,11617,22246,587,9013,8984,10512,3961,17070,452,6988,3404,1760,6505,10289,89,158,2304,173,342,109,164,325
21-07-23,14758,11733,13738,7344,27107,2311,1775,2412,381,4681,16296,11265,22298,606,8858,8029,10808,3929,17190,452,7133,3427,1697,6390,10089,80,155,2270,198,330,106,167,297
22-07-23,12167,11125,13032,6924,26905,2172,1618,2389,327,4563,16701,11083,21601,567,9317,8946,10120,3608,17488,439,6998,3416,1679,6557,9681,80,150,2176,189,324,115,151,330
23-07-23,12081,10693,12885,6792,27609,2035,1505,2402,325,4574,14971,11092,20704,541,8984,9952,9074,3167,14980,410,7143,3370,1586,6682,9840,54,149,2145,188,312,98,151,323
24-07-23,13626,12075,13358,7101,27822,2232,1617,2493,363,4803,15830,11684,22002,566,9013,10227,9291,3353,16108,407,7115,3491,1738,6688,10328,91,148,2195,198,344,119,162,345
25-07-23,13253,11720,12713,7220,28553,2239,1701,2487,388,5061,16115,11930,22378,611,8236,8500,8425,3566,15827,432,7503,3687,1696,6579,10046,88,150,2344,194,308,112,160,312
26-07-23,12781,9938,12542,6671,26315,2129,1643,2456,319,5135,16028,11851,21935,599,7902,8468,8903,3613,15901,441,7477,3623,1693,6895,9886,84,159,2307,191,327,115,151,321
27-07-23,12876,10160,11500,6180,26690,2151,1711,2384,330,5207,16370,11945,21779,608,8261,6830,8577,3593,16548,463,7578,3498,1748,6744,9916,80,146,2257,196,305,116,167,321
28-07-23,11563,9563,11235,6073,25811,2165,1774,2480,293,4908,16132,12006,21131,623,8502,8325,9478,3698,17162,472,7484,3580,1855,6643,10202,84,149,2244,192,320,115,166,311
29-07-23,12873,9478,10369,5263,24477,2111,1750,2422,302,4615,15149,10955,20963,630,8891,9626,9568,3795,17455,462,7326,3483,1651,6616,10131,73,163,2345,196,320,117,163,334
30-07-23,12470,9437,10911,5978,25784,2014,1539,2429,303,4734,14589,11304,20164,575,9306,10340,8806,3572,15886,455,6928,3424,1634,6742,10235,60,167,2235,189,297,98,152,334
31-07-23,14498,11160,11800,6527,26543,2251,1718,2467,367,5036,15765,11558,21618,607,9958,11109,10594,3999,17774,492,7331,3415,1681,6544,10660,71,170,2413,187,304,108,144,305
01-08-23,15123,11756,12466,6736,27299,2244,1710,2518,400,4841,15425,11527,22067,612,9880,10957,11054,3990,18252,481,7178,3390,1559,5904,9887,83,170,2389,185,311,113,158,285
02-08-23,15125,11990,12748,7005,26356,2107,1710,2499,412,4329,15289,11052,22464,626,10049,11488,11521,4081,17813,471,6764,3199,1484,5470,8753,71,156,2296,176,323,117,135,282
03-08-23,14859,11241,13013,6835,25351,2206,1675,2531,405,3571,16280,9854,22722,622,10531,11721,12028,4076,17340,488,6969,3318,1632,6688,9505,81,166,2263,184,317,114,155,279
04-08-23,14813,10805,13210,6405,24977,2164,1724,2567,344,3908,16463,9563,22453,638,11259,12127,12892,4063,17881,492,7070,3541,1690,6429,9751,80,162,2180,178,320,112,165,286
05-08-23,14188,11342,13788,6125,24824,2084,1724,2480,345,4057,16703,9832,22409,647,11625,12276,13008,3955,17368,485,6957,3339,1641,6669,9535,72,167,2233,171,322,120,169,284
06-08-23,14210,10878,13671,6169,23072,1832,1576,2454,303,4340,15230,9832,21868,583,11752,11912,12193,3757,16385,445,6815,3364,1663,6816,9323,56,155,2073,175,317,105,158,275
07-08-23,14374,11294,13864,6269,25110,2044,1623,2394,365,4575,17296,10689,23346,666,12049,12663,13488,4096,17821,489,6153,3337,1532,6778,8370,81,160,2187,175,304,105,169,277
08-08-23,14582,11781,14626,6309,24794,2046,1659,2483,361,4770,17834,11033,24154,646,12508,13167,13775,4075,17552,479,5921,3340,1546,6696,8384,79,151,2185,158,324,110,165,280
09-08-23,14421,12179,15277,6277,24948,2131,1723,2570,367,4893,18096,11580,24336,648,12487,13321,14720,4116,17834,463,5832,3384,1539,6691,9240,85,164,2219,186,334,120,159,286
10-08-23,14338,12304,15883,6548,24698,2040,1709,2487,345,5053,18331,11940,24885,657,12103,13383,14684,4147,16355,448,6307,3396,1929,6784,9317,89,162,2326,166,293,120,162,304
11-08-23,14410,12018,16216,6588,26168,2066,1665,2446,340,5354,18818,12072,24808,655,11645,13829,15233,4133,16441,422,7185,3515,1634,6708,9606,85,163,2238,177,285,111,178,302
12-08-23,14593,12219,16399,6374,26651,2130,1688,2518,324,5570,19282,12230,24951,654,11007,13179,14965,3989,15755,422,7149,3419,1749,5627,9096,85,157,2136,184,301,121,162,278
13-08-23,14593,11799,16350,6069,26084,1907,1545,2442,320,5669,18136,12197,24904,589,11622,12916,13600,3880,14606,422,6673,3368,1712,5639,8348,72,146,2148,192,283,105,156,272
14-08-23,14657,11834,16802,6139,26158,1878,1492,2403,310,5698,20317,12241,25210,635,11730,13052,15429,4084,15685,425,6867,3414,1675,5433,9071,77,169,2223,194,282,120,167,300
15-08-23,14083,10622,16230,6023,25902,1803,1201,2534,313,5641,18732,12097,23327,575,11922,11635,14851,3932,14399,376,7075,3344,1735,5599,9013,48,161,2198,209,287,115,162,275
16-08-23,13936,12194,16273,6780,25622,2108,1556,2507,373,5688,20313,12092,25600,659,12130,12994,15944,4182,16722,407,6899,3432,1698,5562,9766,80,170,2255,198,304,114,168,310
17-08-23,14573,12484,16911,6912,25220,2099,1583,2540,397,5757,20991,12604,26056,636,11988,13262,15966,4233,17244,458,6874,3401,1669,4939,9484,83,164,2320,191,286,106,166,337
18-08-23,14479,12692,17148,7114,25655,2148,1658,2555,402,5187,21201,11811,25798,642,11358,12941,15908,4165,17212,438,6813,3377,1672,4925,9147,84,158,2271,197,303,113,155,325
19-08-23,14955,11824,16612,6902,25367,2248,1651,2522,371,4771,22470,10848,25013,629,11076,10505,14241,4032,16985,454,6915,3400,1748,5231,9435,77,160,2163,188,325,119,159,318
20-08-23,14430,11332,15462,6745,25888,2111,1497,2475,324,4831,20547,10878,23620,579,11040,10714,12775,3846,15340,434,7059,3188,1822,5043,9545,55,163,2200,186,303,105,160,319
21-08-23,14462,12679,15998,7186,24735,1988,1633,2515,405,5168,20881,11591,24880,650,11472,12321,15060,4221,17479,433,6947,3548,1713,5015,9732,84,159,2198,171,290,122,165,329
22-08-23,14682,12484,16425,7315,23766,1873,1655,2498,361,5271,21540,11883,25392,665,12218,13248,15679,4328,17587,462,6670,3477,1730,4994,9949,83,145,1972,182,294,130,163,314
23-08-23,14942,10446,14928,6331,20689,1987,1536,2522,281,5377,21189,11367,24824,662,11636,13060,16272,4366,17549,474,6663,3361,1713,5042,9742,82,154,2203,186,308,120,162,306
24-08-23,14780,10843,15398,5875,22520,2075,1622,2363,313,5337,21466,11503,25490,662,11806,13451,16272,4247,18023,466,6499,3377,1637,5113,9040,85,158,2109,189,323,120,161,316
25-08-23,14724,11174,15672,6185,23945,2059,1557,2405,335,5258,21473,11845,25500,644,12329,14361,16950,4277,17715,460,6332,3273,1600,5619,8430,85,158,2075,194,312,115,159,289
26-08-23,13648,11420,16102,5926,24096,2124,1577,2331,318,5535,22586,12137,25497,633,11106,13081,15653,4240,17852,457,6685,3460,1716,5254,8610,79,141,1966,187,306,116,152,291
27-08-23,14119,10542,16164,5855,25054,2081,1488,2378,305,5586,21467,12195,24352,588,10937,13151,14874,4104,15751,423,6900,3455,1827,6194,9506,54,148,1832,177,314,110,147,284
28-08-23,12736,11296,16193,6426,25620,2137,1607,2316,294,5827,22776,12463,25766,628,11341,13466,15754,4068,17716,432,7121,3479,1817,6117,10043,83,152,2006,196,373,125,151,302
29-08-23,13137,11642,16550,6427,24368,2119,1657,2368,316,5822,22658,12939,26658,662,11955,14152,16118,3740,16819,446,6906,3427,1749,5729,10090,92,158,2146,201,298,119,169,346
30-08-23,13179,11107,15980,6352,24849,2050,1637,2480,314,5677,19320,13396,27395,645,12377,14428,16932,3902,16274,448,6881,3673,1748,5540,10642,86,168,2026,202,296,121,170,334
31-08-23,13699,11051,16553,6523,25230,2144,1652,2468,356,5669,22972,13605,27996,644,12172,14816,15859,4006,15813,397,6924,3643,1701,5594,10540,88,171,2106,201,292,120,169,332
01-09-23,12944,11685,16485,6681,25261,2175,1680,2576,363,5829,24544,14118,27462,697,12327,14999,14698,4107,15984,431,6886,3409,1787,5636,10667,83,171,2091,185,284,116,169,329
02-09-23,12788,12220,17772,6575,25837,2159,1701,2553,349,5832,24226,14096,27678,674,11847,14620,13699,3963,15197,420,6262,3876,1787,5355,10456,83,170,2026,186,287,118,159,342
03-09-23,14783,11782,17179,6533,26421,2126,1541,2466,329,5535,23666,14531,26426,605,9558,9604,12015,3637,13691,411,6792,3287,1756,4718,9881,62,171,2298,188,282,101,168,325
04-09-23,14986,12310,17363,6642,26528,2314,1722,2435,379,4767,24235,14852,25851,665,9549,9677,11800,4080,15936,446,6871,3287,1722,4934,9626,98,166,2398,199,285,127,167,335
05-09-23,14747,12518,17566,6953,26193,2330,1639,2437,374,4786,23780,14102,25969,673,9160,8135,11774,3859,15747,443,6758,3303,1647,4881,9433,93,158,2351,178,277,126,174,313
06-09-23,15075,12642,16908,6716,25391,2342,1728,2570,372,4777,22747,11935,26278,673,9486,8567,11574,3760,16038,430,6806,3434,1617,4981,9488,93,171,2260,198,277,113,166,293
07-09-23,14826,12246,16272,6371,24332,2331,1703,2605,351,4638,18235,11301,24627,658,9327,9538,11556,3702,15728,402,6693,3353,1622,5041,9305,81,142,2228,189,304,120,151,290
08-09-23,14503,12360,16591,5963,22509,2289,1739,2479,378,4601,18965,10865,23694,653,9686,10123,12425,3826,16335,438,6327,3593,1703,5368,8911,82,161,2340,179,318,124,154,303
09-09-23,14742,11369,15797,5920,19958,2105,1729,2534,332,4883,19628,10825,23232,670,10341,10299,12290,3797,16553,445,6255,3636,1729,5774,9497,77,170,2329,193,320,128,169,334
10-09-23,14588,9497,15228,4526,18684,1732,1575,2521,294,4851,19255,10707,22323,619,10176,10367,11719,3403,14672,398,7027,3346,1818,5913,9558,59,173,2341,187,304,107,155,327
11-09-23,14461,10748,15715,5233,21274,2171,1721,2659,350,5122,21405,11220,23588,662,10270,10610,13630,3800,16809,438,7387,3495,1816,5793,10184,90,176,2283,191,299,114,172,314
12-09-23,14454,11008,15822,5654,23093,2209,1701,2354,369,5198,21911,11382,24182,704,10366,11806,13502,3968,16842,440,7087,3722,1747,5584,9970,83,174,2401,193,310,110,172,336
13-09-23,14399,11849,15135,6206,23485,2317,1738,2364,377,4766,22278,11434,24803,668,10697,12693,13744,4013,17035,451,7181,3636,1742,4875,9480,97,167,2342,197,325,111,173,320
14-09-23,14671,12257,14877,6729,24575,2276,1741,2647,388,4250,22614,11242,26020,672,10901,12443,14328,3875,16717,434,7023,3489,1682,5012,9221,89,169,2389,198,317,116,173,330
15-09-23,13042,11434,14371,6404,24425,2238,1736,2486,299,4370,22153,10844,24771,689,11447,13025,14317,3858,16998,456,7264,3591,1713,5324,9237,95,170,2394,198,328,124,170,335
16-09-23,12459,10229,13173,5943,23141,2172,1673,2420,302,4437,21417,9546,24094,699,10969,13255,13695,3810,16483,444,7258,3609,1752,5182,9701,81,179,2498,194,337,115,176,346
17-09-23,10858,8546,10600,5162,22189,1822,1514,2280,302,4184,17288,9587,23065,622,11076,13242,12362,3455,14111,373,7143,3469,1792,6070,9930,56,170,2375,192,306,95,170,303
18-09-23,9594,9366,10799,5495,24420,2209,1488,2399,301,4526,15839,10869,24975,625,11309,14118,12940,3857,14384,382,7144,3491,1681,5919,9768,84,156,2127,190,338,105,169,290
19-09-23,8501,9530,11287,6009,25171,2285,1582,2448,319,4784,15599,11465,22881,521,11566,14906,13320,3949,15795,439,7202,3475,1582,5404,8793,96,156,1999,183,331,107,151,289
20-09-23,10376,10136,12202,6320,25739,2294,1674,2363,326,4919,16377,11690,25786,546,11651,15370,13923,4090,16558,448,7061,3488,1576,5071,8486,89,172,1972,161,336,119,153,270
21-09-23,11691,10648,12492,6543,25353,2315,1692,2418,332,4277,17222,11697,26044,601,11111,13144,14484,4008,16402,454,6642,3532,1568,4940,8276,87,154,1939,182,316,117,169,279
22-09-23,12394,10685,12906,6475,25039,2134,1724,2490,341,4254,17743,11593,24216,621,10207,11326,14624,3859,16253,455,5714,3565,1533,5033,8217,84,163,2003,185,310,120,175,288
23-09-23,10384,9850,12758,6338,23470,2155,1683,2339,262,4279,17982,11720,23012,617,10037,11512,13462,3915,16388,462,5054,3480,1480,5277,8392,82,163,2006,202,330,116,166,278
24-09-23,8607,9086,12225,5383,23446,1923,1565,2388,240,4261,16263,11408,21827,605,9209,11568,11923,3557,14640,432,5577,3483,1676,5428,7820,65,164,1999,198,294,104,160,301
25-09-23,9598,9738,12697,5645,24574,2193,1740,2392,278,4322,18122,11751,22852,669,9496,11753,12709,4113,15965,456,6039,3374,1618,5397,8600,94,155,2142,189,332,119,171,333
26-09-23,11155,10064,12758,5736,25243,2276,1694,2530,293,4455,18171,12062,22882,669,9825,12765,12400,4081,16770,437,6414,3459,1719,5488,9337,88,174,2201,193,325,102,169,340
27-09-23,11524,10021,12958,5640,25059,2202,1751,2205,288,4732,18498,12335,22536,658,9944,13357,12481,4101,16083,441,6543,3548,1595,5657,10014,92,179,2226,209,317,110,171,342
28-09-23,11625,9884,12898,5313,24752,2239,1723,2343,271,4672,17327,12187,21779,668,10552,13753,12968,3693,16574,449,6966,3360,1643,5799,10260,86,162,2350,197,323,121,179,359
29-09-23,12059,9936,13157,5413,24822,2288,1758,2263,285,4729,19017,12053,21900,661,9842,13314,11955,3722,16097,448,6956,3276,1667,5897,10080,90,166,2347,190,303,112,173,311
30-09-23,12435,9946,13214,5163,23684,2270,1693,2352,266,4500,18991,12203,22902,656,9589,12367,12147,3668,16130,457,6706,3348,1544,5487,8287,81,165,2114,193,319,117,165,328
01-10-23,11799,8549,13042,5068,23762,2079,1487,2413,233,4500,18347,11901,21483,588,9442,236,10826,3295,14471,407,5753,3123,1357,5647,7999,68,172,2226,182,316,116,161,329
02-10-23,11211,7770,13002,4600,22003,1853,1387,2328,226,4425,19079,11972,22591,614,9715,11861,11643,3631,14473,397,5435,3201,1520,5652,8116,62,164,2258,199,338,118,166,299
03-10-23,11560,9084,13582,4755,22004,2144,1669,2132,250,4402,20054,12099,23652,682,10542,12590,13941,3892,17048,449,5415,3205,1579,5539,8119,85,178,2313,188,328,121,157,293
04-10-23,10672,9236,13703,4869,22140,2058,1671,2280,252,4479,20093,12185,24771,682,10825,13669,14522,4026,17193,457,5314,3177,1560,5457,7948,59,168,2105,186,328,123,162,275
05-10-23,10838,9390,13859,4843,22128,2096,1698,2350,253,4703,20620,12419,24325,695,11234,14351,14552,4120,17386,463,5548,3189,1589,5564,8249,62,168,1971,187,322,119,162,284
06-10-23,10985,9470,14133,4925,20908,2246,1751,2389,251,4899,21264,12472,24463,687,11621,14560,15012,4010,17055,450,5827,3318,1604,6028,8644,64,158,1870,200,312,119,152,275
07-10-23,10998,9789,14463,4861,19623,2162,1767,2354,246,4840,20487,12603,24966,703,11865,14799,15111,4011,17023,424,6079,3161,1619,5906,8792,67,159,1913,187,322,123,155,295
08-10-23,12535,8755,14323,5277,20159,2037,1504,2443,240,5028,19582,12545,24953,649,12046,14448,14689,3656,15075,417,6219,3335,1501,5464,8832,56,148,1902,188,323,109,153,293
09-10-23,10245,9537,14639,5500,21891,2259,1746,2232,265,5139,20787,13034,26620,682,12381,14898,15403,4191,16741,458,6046,3370,1535,5350,9367,73,140,1920,196,294,129,157,303
